x y c
0.236  0  1  1  1  1  1
0.236  0.00675  1  1  1  1  1
0.236  0.0135  1  1  1  1  1
0.236  0.02025  1  1  1  1  1
0.236  0.027  1  1  1  1  1

0.24025  0  1  1  1  1  1
0.24025  0.00675  1  1  1  1  1
0.24025  0.0135  1  1  1  1  1
0.24025  0.02025  1  1  1  1  1
0.24025  0.027  1  1  1  1  1

0.2445  0  1  1  1  1  1
0.2445  0.00675  1  1  1  1  1
0.2445  0.0135  1  1  1  1  1
0.2445  0.02025  1  1  1  1  1
0.2445  0.027  1  1  1  1  1

0.24875  0  1  1  1  1  1
0.24875  0.00675  1  1  1  1  1
0.24875  0.0135  1  1  1  1  1
0.24875  0.02025  1  1  1  1  1
0.24875  0.027  1  1  1  1  1

0.253  0  1  1  1  1  1
0.253  0.00675  1  1  1  1  1
0.253  0.0135  1  1  1  1  1
0.253  0.02025  1  1  1  1  1
0.253  0.027  1  1  1  1  1

