x y c
0.0125  0.052  1  1  1  1  1
0.0125  0.0545  1  1  1  1  1
0.0125  0.057  1  1  1  1  1
0.0125  0.0595  1  1  1  1  1
0.0125  0.062  1  1  1  1  1

0.065  0.04775  1  1  1  1  1
0.065  0.05025  1  1  1  1  1
0.065  0.05275  1  1  1  1  1
0.065  0.05524999999999999  1  1  1  1  1
0.065  0.05775  1  1  1  1  1

0.1175  0.0435  1  1  1  1  1
0.1175  0.046  1  1  1  1  1
0.1175  0.0485  1  1  1  1  1
0.1175  0.051  1  1  1  1  1
0.1175  0.0535  1  1  1  1  1

0.17  0.03925  1  1  1  1  1
0.17  0.04175  1  1  1  1  1
0.17  0.04425  1  1  1  1  1
0.17  0.04675  1  1  1  1  1
0.17  0.04925  1  1  1  1  1

0.2225  0.035  1  1  1  1  1
0.2225  0.03750000000000001  1  1  1  1  1
0.2225  0.04  1  1  1  1  1
0.2225  0.0425  1  1  1  1  1
0.2225  0.045  1  1  1  1  1

