x y c
0.0125  0.062  1  1  1  1  1
0.0125  0.06775  1  1  1  1  1
0.0125  0.0735  1  1  1  1  1
0.0125  0.07924999999999999  1  1  1  1  1
0.0125  0.08500000000000001  1  1  1  1  1

0.065  0.05775  1  1  1  1  1
0.06265625  0.06331249999999999  1  1  1  1  1
0.0603125  0.06887499999999999  1  1  1  1  1
0.05796875  0.07443749999999999  1  1  1  1  1
0.055625  0.08  1  1  1  1  1

0.1175  0.0535  1  1  1  1  1
0.1128125  0.058875  1  1  1  1  1
0.108125  0.06425  1  1  1  1  1
0.1034375  0.06962500000000001  1  1  1  1  1
0.09875  0.07500000000000001  1  1  1  1  1

0.17  0.04925  1  1  1  1  1
0.16296875  0.0544375  1  1  1  1  1
0.1559375  0.059625  1  1  1  1  1
0.14890625  0.06481250000000001  1  1  1  1  1
0.141875  0.07000000000000001  1  1  1  1  1

0.2225  0.045  1  1  1  1  1
0.213125  0.05  1  1  1  1  1
0.20375  0.055  1  1  1  1  1
0.194375  0.06  1  1  1  1  1
0.185  0.065  1  1  1  1  1

