            x [m]            y [m]            z [m]         Ex [V/m]         Ey [V/m]         Ez [V/m]
           0.1235           -0.065                0           797487      1.34162e+06         -1831.82
           0.1335           -0.065                0           878115      1.49177e+06          1193.71
           0.1435           -0.065                0           978227      1.66602e+06          479.952
           0.1535           -0.065                0      1.09705e+06      1.84891e+06         -1099.77
           0.1635           -0.065                0      1.24196e+06       2.0512e+06          2423.93
           0.1735           -0.065                0      1.41941e+06      2.26947e+06         -1619.38
           0.1835           -0.065                0      1.65643e+06        2.509e+06         -450.223
           0.1935           -0.065                0      1.98027e+06      2.80926e+06          1275.13
           0.2035           -0.065                0       2.4354e+06       3.1779e+06         -2193.23
           0.2135           -0.065                0      3.12781e+06      3.72929e+06          1186.33
           0.2235           -0.065                0      3.89633e+06      5.23027e+06          512.219
           0.2335           -0.065                0      3.84449e+06      7.27075e+06          25.4034
           0.2435           -0.065                0         -2.40384          1.73719          -3.5457
           0.2535           -0.065                0          19.7314          12.9485          2.57869
           0.2635           -0.065                0           9.4651          4.66616         -7.65196
           0.2735           -0.065                0           8.0718          15.9114         -11.7625
           0.2835           -0.065                0         -3.43527        -0.574826          3.24279
           0.2935           -0.065                0     -3.73914e+06       7.4164e+06         -288.012
           0.3035           -0.065                0     -4.01919e+06      5.71146e+06           2959.5
           0.3135           -0.065                0     -3.79939e+06      4.19895e+06            13205
           0.3235           -0.065                0     -3.33955e+06      3.13139e+06         -34683.6
           0.3335           -0.065                0     -2.72914e+06      2.31487e+06          11996.5
           0.3435           -0.065                0     -2.33016e+06      1.68776e+06          8472.18
           0.3535           -0.065                0     -2.02128e+06      1.29984e+06         -3253.54
           0.3635           -0.065                0     -1.67811e+06           942332          1911.76
           0.3735           -0.065                0     -1.41462e+06           667451          1007.25
           0.3835           -0.065                0      -1.1704e+06           406615         -3502.55
           0.3935           -0.065                0          -935638           195556         -8064.58
           0.4035           -0.065                0          -724476          76866.6          -3328.4
           0.4135           -0.065                0          -558530          13034.8          4397.18
           0.4235           -0.065                0          -445301         -3103.14          308.684
           0.4335           -0.065                0          -365970         -8498.79         -549.827
           0.4435           -0.065                0          -334371         -2959.53         -11.3905
           0.0035           -0.055                0           480351           3619.1         -26.2158
           0.0135           -0.055                0           491843            31005          113.808
           0.0235           -0.055                0           503131            53338          59.1741
           0.0335           -0.055                0           525797          65157.6         -4.78631
           0.0435           -0.055                0           554976          77681.4          13.5623
           0.0535           -0.055                0           590861          91762.3         -24.2847
           0.0635           -0.055                0           633741           107725         -22.6893
           0.0735           -0.055                0           684245           125547         -44.2723
           0.0835           -0.055                0           743191           145586          2.88248
           0.0935           -0.055                0           811250           168400          29.2992
           0.1035           -0.055                0           804167      1.18834e+06         -413.565
           0.1135           -0.055                0           873200      1.33732e+06          -751.99
           0.1235           -0.055                0           953306      1.49514e+06         -338.096
           0.1335           -0.055                0      1.04689e+06      1.66423e+06          250.582
           0.1435           -0.055                0      1.15708e+06      1.84461e+06         -590.324
           0.1535           -0.055                0      1.28773e+06       2.0356e+06         -473.717
           0.1635           -0.055                0      1.44653e+06      2.23798e+06          181.479
           0.1735           -0.055                0      1.64093e+06      2.44507e+06         -793.352
           0.1835           -0.055                0       1.8927e+06      2.66115e+06          2340.22
           0.1935           -0.055                0       2.2453e+06       2.8571e+06          572.047
           0.2035           -0.055                0      2.77288e+06      3.05363e+06          -5646.2
           0.2135           -0.055                0      3.84327e+06      3.27714e+06         -985.684
           0.2235           -0.055                0      6.77959e+06      4.61026e+06          1596.91
           0.2335           -0.055                0          11.3176         -1.79766         -5.73464
           0.2435           -0.055                0          15.4246          4.35269          2.45425
           0.2535           -0.055                0          2.99891          6.13143          4.99337
           0.2635           -0.055                0           1.6437            7.097          5.41502
           0.2735           -0.055                0         -10.2724          2.57003         -7.57482
           0.2835           -0.055                0          -18.932          7.49351         -1.09897
           0.2935           -0.055                0         -1.67796         -2.98831         -1.01489
           0.3035           -0.055                0     -6.21297e+06      6.47199e+06         -752.351
           0.3135           -0.055                0     -5.27848e+06      4.18624e+06          5853.35
           0.3235           -0.055                0     -4.26789e+06      2.89748e+06          4087.73
           0.3335           -0.055                0     -3.45613e+06      2.12104e+06         -12913.8
           0.3435           -0.055                0     -2.79522e+06      1.53713e+06          6689.06
           0.3535           -0.055                0     -2.39289e+06      1.15344e+06          33413.3
