h  errl2  errh1  h_l2  h_h1
1  0.007171025697054185  0.004466338604156285  0.007171025697054185  0.004466338604156285
0.5  0.002206628865694643  0.001634240729336773  0.0004481891060658866  0.0005582923255195356
0.25  0.0003674007957479632  0.0002971613870217956  2.801181912911791e-05  6.978654068994196e-05
0.125  5.336063599915293e-05  4.49527823734265e-05  1.750738695569869e-06  8.723317586242744e-06
0.0625  9.664936924737944e-06  7.958425110196227e-06  1.094211684731168e-07  1.090414698280343e-06
