x y
0.30787  0.41592
0.30884  0.41488
0.30981  0.41317
0.31076  0.41095
0.31173  0.40824
0.31269  0.40525
0.31367  0.40191
0.31462  0.3985
0.31559  0.39489
0.31654  0.39127
0.31752  0.38752
0.31847  0.38388
0.31943  0.38022
0.32041  0.37656
0.32136  0.37305
0.32234  0.36948
0.32328  0.36611
0.32426  0.36272
0.32523  0.35944
0.32619  0.35628
0.32714  0.35325
0.3281  0.35024
0.32909  0.34726
0.33002  0.34454
0.33101  0.34174
0.33198  0.33908
0.33292  0.33657
0.33388  0.3341
0.33485  0.33167
0.33584  0.32929
0.3368  0.32704
0.33777  0.32484
0.33871  0.32277
0.3397  0.32065
0.34066  0.31866
0.34163  0.31671
0.34256  0.31489
0.34355  0.31301
0.3445  0.31126
0.34546  0.30954
0.34643  0.30785
0.34741  0.3062
0.34835  0.30465
0.34929  0.30314
0.35029  0.30157
0.35125  0.30011
0.35221  0.29868
0.35318  0.29727
0.35416  0.29589
0.35509  0.29459
0.35608  0.29326
0.35702  0.292
0.35797  0.29077
0.35897  0.2895
0.35993  0.2883
0.36089  0.28713
0.36186  0.28597
0.36278  0.28488
0.36376  0.28375
0.36474  0.28263
0.36567  0.28159
0.36666  0.2805
0.3676  0.27948
0.3686  0.27841
0.36954  0.27741
0.3705  0.27642
0.37145  0.27543
0.37241  0.27446
0.37343  0.27344
0.37434  0.27254
0.37531  0.27159
0.37628  0.27066
0.37726  0.26973
0.37823  0.26881
0.37916  0.26795
0.38015  0.26706
0.38113  0.26618
0.38207  0.26536
0.38301  0.26456
0.38401  0.26374
0.38495  0.26298
0.38595  0.26221
0.3869  0.26152
0.38785  0.26087
0.3888  0.26025
0.38976  0.25969
0.39077  0.25914
0.39173  0.25868
0.39269  0.25827
0.39365  0.25792
0.39461  0.25762
0.39557  0.25737
0.39653  0.25716
0.3975  0.257
0.39846  0.25687
0.39943  0.25678
0.40039  0.25671
0.40136  0.25666
0.40232  0.25664
0.40329  0.25663
0.40426  0.25663
0.40517  0.25665
0.40613  0.25667
0.4071  0.25671
0.40806  0.25675
0.40903  0.2568
0.41  0.25685
0.41096  0.25691
0.41193  0.25698
0.4129  0.25705
0.41386  0.25712
0.41483  0.2572
0.41579  0.25728
0.41676  0.25737
0.41773  0.25746
0.41869  0.25755
0.41966  0.25765
0.42063  0.25775
0.42159  0.25785
0.42256  0.25796
0.42347  0.25806
0.42443  0.25817
0.4254  0.25828
0.42637  0.2584
0.42733  0.25852
0.4283  0.25864
0.42927  0.25877
0.43023  0.25889
0.4312  0.25903
0.43216  0.25916
0.43313  0.2593
0.4341  0.25944
0.43506  0.25958
0.43603  0.25973
0.437  0.25988
0.43796  0.26003
0.43893  0.26018
0.43989  0.26034
0.44086  0.2605
0.44183  0.26067
0.44274  0.26082
0.4437  0.26099
0.44467  0.26117
0.44563  0.26134
0.4466  0.26152
