x y c
0.19  0  1  1  1  1  1
0.23575  0  1  1  1  1  1
0.2815  0  1  1  1  1  1
0.32725  0  1  1  1  1  1
0.373  0  1  1  1  1  1

0.19  0.00125  1  1  1  1  1
0.23575  0.00125  1  1  1  1  1
0.2815  0.00125  1  1  1  1  1
0.32725  0.00125  1  1  1  1  1
0.373  0.00125  1  1  1  1  1

0.19  0.0025  1  1  1  1  1
0.23575  0.0025  1  1  1  1  1
0.2815  0.0025  1  1  1  1  1
0.32725  0.0025  1  1  1  1  1
0.373  0.0025  1  1  1  1  1

0.19  0.00375  1  1  1  1  1
0.23575  0.00375  1  1  1  1  1
0.2815  0.00375  1  1  1  1  1
0.32725  0.00375  1  1  1  1  1
0.373  0.00375  1  1  1  1  1

0.19  0.005  1  1  1  1  1
0.23575  0.005  1  1  1  1  1
0.2815  0.005  1  1  1  1  1
0.32725  0.005  1  1  1  1  1
0.373  0.005  1  1  1  1  1

