x y c
0  0.016  1  1  1  1  1
0.0015  0.016  1  1  1  1  1
0.003  0.016  1  1  1  1  1
0.004500000000000001  0.016  1  1  1  1  1
0.006  0.016  1  1  1  1  1

0  0.01725  1  1  1  1  1
0.002125  0.01725  1  1  1  1  1
0.00425  0.01725  1  1  1  1  1
0.006375  0.01725  1  1  1  1  1
0.008500000000000001  0.01725  1  1  1  1  1

0  0.0185  1  1  1  1  1
0.00275  0.0185  1  1  1  1  1
0.0055  0.0185  1  1  1  1  1
0.00825  0.0185  1  1  1  1  1
0.011  0.0185  1  1  1  1  1

0  0.01975  1  1  1  1  1
0.003375  0.01975  1  1  1  1  1
0.00675  0.01975  1  1  1  1  1
0.010125  0.01975  1  1  1  1  1
0.0135  0.01975  1  1  1  1  1

0  0.021  1  1  1  1  1
0.004  0.021  1  1  1  1  1
0.008  0.021  1  1  1  1  1
0.012  0.021  1  1  1  1  1
0.016  0.021  1  1  1  1  1

