x y c
0.075  0.021  1  1  1  1  1
0.08749999999999999  0.021  1  1  1  1  1
0.1  0.021  1  1  1  1  1
0.1125  0.021  1  1  1  1  1
0.125  0.021  1  1  1  1  1

0.08374999999999999  0.0245  1  1  1  1  1
0.09437499999999999  0.0245  1  1  1  1  1
0.105  0.0245  1  1  1  1  1
0.115625  0.0245  1  1  1  1  1
0.12625  0.0245  1  1  1  1  1

0.0925  0.028  1  1  1  1  1
0.10125  0.028  1  1  1  1  1
0.11  0.028  1  1  1  1  1
0.11875  0.028  1  1  1  1  1
0.1275  0.028  1  1  1  1  1

0.10125  0.0315  1  1  1  1  1
0.108125  0.0315  1  1  1  1  1
0.115  0.0315  1  1  1  1  1
0.121875  0.0315  1  1  1  1  1
0.12875  0.0315  1  1  1  1  1

0.11  0.035  1  1  1  1  1
0.115  0.035  1  1  1  1  1
0.12  0.035  1  1  1  1  1
0.125  0.035  1  1  1  1  1
0.13  0.035  1  1  1  1  1

