h  errl2  errh1  h_l2  h_h1
1  0.03309225638403818  0.0144654909269035  0.03309225638403818  0.0144654909269035
0.5  0.008746213927967803  0.005268500646703793  0.004136532048004772  0.003616372731725876
0.25  0.001705034417300356  0.001227654460581664  0.0005170665060005965  0.000904093182931469
0.125  0.0002661711699285118  0.0002065206970130287  6.463331325007456e-05  0.0002260232957328673
0.0625  4.085836334895893e-05  3.29680359272443e-05  8.07916415625932e-06  5.650582393321681e-05
