x y c
0  0  1  1  1  1  1  1  1  1  1
0  0.003375  1  1  1  1  1  1  1  1  1
0  0.00675  1  1  1  1  1  1  1  1  1
0  0.010125  1  1  1  1  1  1  1  1  1
0  0.0135  1  1  1  1  1  1  1  1  1
0  0.016875  1  1  1  1  1  1  1  1  1
0  0.02025  1  1  1  1  1  1  1  1  1
0  0.023625  1  1  1  1  1  1  1  1  1
0  0.027  1  1  1  1  1  1  1  1  1

0.00575  0  1  1  1  1  1  1  1  1  1
0.00575  0.003375  1  1  1  1  1  1  1  1  1
0.00575  0.00675  1  1  1  1  1  1  1  1  1
0.00575  0.010125  1  1  1  1  1  1  1  1  1
0.00575  0.0135  1  1  1  1  1  1  1  1  1
0.00575  0.016875  1  1  1  1  1  1  1  1  1
0.00575  0.02025  1  1  1  1  1  1  1  1  1
0.00575  0.023625  1  1  1  1  1  1  1  1  1
0.00575  0.027  1  1  1  1  1  1  1  1  1

0.0115  0  1  1  1  1  1  1  1  1  1
0.0115  0.003375  1  1  1  1  1  1  1  1  1
0.0115  0.00675  1  1  1  1  1  1  1  1  1
0.0115  0.010125  1  1  1  1  1  1  1  1  1
0.0115  0.0135  1  1  1  1  1  1  1  1  1
0.0115  0.016875  1  1  1  1  1  1  1  1  1
0.0115  0.02025  1  1  1  1  1  1  1  1  1
0.0115  0.023625  1  1  1  1  1  1  1  1  1
0.0115  0.027  1  1  1  1  1  1  1  1  1

0.01725  0  1  1  1  1  1  1  1  1  1
0.01725  0.003375  1  1  1  1  1  1  1  1  1
0.01725  0.006750000000000001  1  1  1  1  1  1  1  1  1
0.01725  0.010125  1  1  1  1  1  1  1  1  1
0.01725  0.0135  1  1  1  1  1  1  1  1  1
0.01725  0.016875  1  1  1  1  1  1  1  1  1
0.01725  0.02025  1  1  1  1  1  1  1  1  1
0.01725  0.023625  1  1  1  1  1  1  1  1  1
0.01725  0.027  1  1  1  1  1  1  1  1  1

0.023  0  1  1  1  1  1  1  1  1  1
0.023  0.003375  1  1  1  1  1  1  1  1  1
0.023  0.00675  1  1  1  1  1  1  1  1  1
0.023  0.010125  1  1  1  1  1  1  1  1  1
0.023  0.0135  1  1  1  1  1  1  1  1  1
0.023  0.016875  1  1  1  1  1  1  1  1  1
0.023  0.02025  1  1  1  1  1  1  1  1  1
0.023  0.023625  1  1  1  1  1  1  1  1  1
0.023  0.027  1  1  1  1  1  1  1  1  1

0.02875  0  1  1  1  1  1  1  1  1  1
0.02875  0.003375  1  1  1  1  1  1  1  1  1
0.02875  0.006750000000000001  1  1  1  1  1  1  1  1  1
0.02875  0.010125  1  1  1  1  1  1  1  1  1
0.02875  0.0135  1  1  1  1  1  1  1  1  1
0.02875  0.016875  1  1  1  1  1  1  1  1  1
0.02875  0.02025  1  1  1  1  1  1  1  1  1
0.02875  0.023625  1  1  1  1  1  1  1  1  1
0.02875  0.027  1  1  1  1  1  1  1  1  1

0.0345  0  1  1  1  1  1  1  1  1  1
0.0345  0.003375  1  1  1  1  1  1  1  1  1
0.0345  0.00675  1  1  1  1  1  1  1  1  1
0.0345  0.010125  1  1  1  1  1  1  1  1  1
0.0345  0.0135  1  1  1  1  1  1  1  1  1
0.0345  0.016875  1  1  1  1  1  1  1  1  1
0.0345  0.02025  1  1  1  1  1  1  1  1  1
0.0345  0.023625  1  1  1  1  1  1  1  1  1
0.0345  0.027  1  1  1  1  1  1  1  1  1

0.04025  0  1  1  1  1  1  1  1  1  1
0.04025  0.003375  1  1  1  1  1  1  1  1  1
0.04025  0.00675  1  1  1  1  1  1  1  1  1
0.04025  0.010125  1  1  1  1  1  1  1  1  1
0.04025  0.0135  1  1  1  1  1  1  1  1  1
0.04025  0.016875  1  1  1  1  1  1  1  1  1
0.04025  0.02025  1  1  1  1  1  1  1  1  1
0.04025  0.023625  1  1  1  1  1  1  1  1  1
0.04025  0.027  1  1  1  1  1  1  1  1  1

0.046  0  1  1  1  1  1  1  1  1  1
0.046  0.003375  1  1  1  1  1  1  1  1  1
0.046  0.00675  1  1  1  1  1  1  1  1  1
0.046  0.010125  1  1  1  1  1  1  1  1  1
0.046  0.0135  1  1  1  1  1  1  1  1  1
0.046  0.016875  1  1  1  1  1  1  1  1  1
0.046  0.02025  1  1  1  1  1  1  1  1  1
0.046  0.023625  1  1  1  1  1  1  1  1  1
0.046  0.027  1  1  1  1  1  1  1  1  1

