Step Size Beam'R X =1.663076,Beam'R X =3.223860,Beam'R X =0.000000,Beam'R X =0.000000	  
2433, 802, 1942, 1164   
2427, 809, 1937, 1175   
2422, 816, 1932, 1187   
2416, 823, 1926, 1198   
2411, 831, 1920, 1210   
2405, 838, 1915, 1222   
2399, 845, 1909, 1234   
2393, 852, 1903, 1246   
2387, 859, 1898, 1258   
2381, 866, 1892, 1270   
2375, 874, 1886, 1282   
2368, 881, 1881, 1294   
2362, 888, 1875, 1306   
2355, 896, 1870, 1319   
2349, 903, 1864, 1331   
2342, 911, 1858, 1343   
2336, 918, 1852, 1356   
2329, 926, 1846, 1369   
2322, 933, 1840, 1381   
2315, 941, 1834, 1394   
2308, 948, 1828, 1407   
2300, 956, 1822, 1421   
2293, 964, 1815, 1433   
2285, 971, 1807, 1447   
2278, 979, 1800, 1460   
2270, 987, 1793, 1473   
2263, 995, 1786, 1486   
2255, 1002, 1779, 1500   
2247, 1010, 1772, 1513   
2239, 1018, 1766, 1527   
2231, 1026, 1759, 1540   
2223, 1034, 1752, 1554   
2215, 1042, 1746, 1568   
2206, 1050, 1739, 1581   
2198, 1057, 1732, 1595   
2189, 1065, 1725, 1609   
2181, 1073, 1717, 1622   
2172, 1081, 1710, 1636   
2163, 1089, 1702, 1650   
2154, 1097, 1695, 1664   
2146, 1105, 1688, 1677   
2137, 1112, 1680, 1691   
2128, 1120, 1673, 1705   
2119, 1128, 1666, 1719   
2109, 1136, 1659, 1733   
2100, 1144, 1651, 1747   
2091, 1152, 1643, 1761   
2082, 1160, 1636, 1775   
2072, 1168, 1628, 1789   
2063, 1176, 1620, 1804   
2053, 1184, 1613, 1818   
2044, 1192, 1605, 1832   
2034, 1200, 1597, 1847   
2024, 1208, 1590, 1861   
2014, 1216, 1582, 1876   
2005, 1223, 1574, 1890   
1994, 1231, 1566, 1905   
1984, 1239, 1559, 1919   
1974, 1247, 1551, 1934   
1964, 1255, 1543, 1948   
1953, 1262, 1536, 1963   
1943, 1270, 1528, 1978   
1933, 1278, 1520, 1992   
1923, 1286, 1513, 2007   
1912, 1294, 1505, 2021   
1902, 1302, 1497, 2036   
1891, 1310, 1489, 2050   
1881, 1317, 1482, 2064   
1870, 1325, 1473, 2079   
1859, 1333, 1465, 2093   
1849, 1341, 1457, 2108   
1838, 1348, 1449, 2122   
1827, 1356, 1441, 2137   
1817, 1363, 1433, 2151   
1806, 1371, 1425, 2165   
1795, 1378, 1417, 2180   
1784, 1386, 1409, 2194   
1773, 1393, 1401, 2208   
1762, 1401, 1393, 2223   
1751, 1408, 1384, 2237   
1740, 1416, 1376, 2251   
1729, 1423, 1368, 2265   
1718, 1430, 1360, 2280   
1706, 1438, 1352, 2294   
1695, 1445, 1343, 2308   
1684, 1452, 1335, 2322   
1673, 1459, 1327, 2336   
1661, 1466, 1318, 2351   
1650, 1474, 1309, 2365   
1638, 1481, 1300, 2379   
1627, 1488, 1291, 2393   
1616, 1495, 1282, 2407   
1604, 1502, 1274, 2421   
1593, 1509, 1266, 2435   
1581, 1516, 1258, 2449   
1570, 1522, 1250, 2463   
1559, 1529, 1242, 2476   
1547, 1536, 1234, 2491   
1536, 1542, 1225, 2504   
1524, 1549, 1217, 2518   
1513, 1556, 1209, 2532   
1501, 1562, 1201, 2546   
1490, 1568, 1194, 2559   
1478, 1575, 1186, 2573   
1467, 1581, 1178, 2586   
1455, 1587, 1169, 2600   
1444, 1594, 1160, 2613   
1432, 1600, 1151, 2626   
1420, 1606, 1142, 2639   
1409, 1612, 1134, 2652   
1397, 1618, 1126, 2665   
1386, 1624, 1118, 2678   
1374, 1629, 1110, 2691   
1363, 1635, 1102, 2704   
1351, 1641, 1093, 2716   
1340, 1646, 1084, 2729   
1328, 1651, 1075, 2741   
1317, 1657, 1067, 2753   
1305, 1662, 1059, 2766   
1294, 1667, 1051, 2778   
1283, 1672, 1043, 2789   
1271, 1677, 1036, 2801   
1260, 1682, 1028, 2813   
1249, 1687, 1019, 2824   
1238, 1691, 1011, 2835   
1226, 1696, 1002, 2847   
1215, 1700, 994, 2858   
1204, 1705, 985, 2869   
1192, 1710, 976, 2880   
1181, 1714, 968, 2891   
1170, 1718, 959, 2902   
1159, 1722, 950, 2913   
1148, 1727, 941, 2923   
1137, 1730, 933, 2934   
1126, 1734, 924, 2945   
1115, 1738, 916, 2955   
1104, 1742, 907, 2965   
1094, 1745, 899, 2976   
1083, 1749, 890, 2985   
1072, 1752, 882, 2995   
1062, 1756, 873, 3006   
1051, 1759, 865, 3016   
1040, 1762, 856, 3025   
1030, 1765, 848, 3034   
1019, 1768, 839, 3044   
1009, 1771, 830, 3053   
998, 1774, 822, 3061   
988, 1776, 813, 3070   
977, 1779, 804, 3079   
967, 1782, 796, 3087   
957, 1784, 788, 3095   
946, 1786, 779, 3103   
936, 1788, 771, 3111   
926, 1790, 763, 3118   
916, 1792, 755, 3126   
906, 1794, 746, 3133   
896, 1795, 738, 3140   
886, 1797, 730, 3147   
876, 1798, 722, 3154   
866, 1799, 714, 3160   
856, 1800, 706, 3167   
846, 1801, 698, 3173   
836, 1802, 691, 3179   
827, 1803, 683, 3185   
817, 1804, 675, 3191   
808, 1805, 667, 3197   
798, 1805, 659, 3202   
789, 1806, 651, 3208   
779, 1807, 643, 3213   
770, 1807, 635, 3218   
761, 1807, 627, 3222   
752, 1807, 620, 3227   
742, 1807, 612, 3231   
733, 1807, 604, 3235   
724, 1807, 596, 3239   
715, 1806, 589, 3243   
706, 1806, 581, 3246   
697, 1805, 574, 3250   
689, 1805, 566, 3253   
680, 1804, 559, 3256   
671, 1803, 551, 3259   
663, 1802, 544, 3262   
654, 1801, 537, 3264   
646, 1800, 530, 3266   
637, 1798, 522, 3268   
629, 1797, 515, 3270   
620, 1795, 508, 3272   
612, 1793, 501, 3273   
604, 1791, 494, 3274   
596, 1789, 487, 3275   
588, 1787, 480, 3276   
580, 1785, 473, 3277   
572, 1782, 467, 3278   
564, 1780, 460, 3278   
556, 1777, 453, 3278   
548, 1775, 446, 3278   
540, 1772, 440, 3277   
532, 1769, 433, 3276   
525, 1766, 427, 3275   
517, 1762, 420, 3274   
510, 1759, 414, 3273   
502, 1756, 408, 3272   
495, 1752, 402, 3270   
487, 1749, 396, 3268   
480, 1745, 390, 3267   
473, 1741, 384, 3264   
466, 1737, 379, 3262   
458, 1734, 373, 3260   
451, 1730, 368, 3257   
444, 1725, 362, 3254   
437, 1721, 356, 3251   
430, 1717, 350, 3248   
424, 1712, 343, 3244   
417, 1708, 337, 3240   
410, 1703, 332, 3237   
404, 1698, 326, 3232   
397, 1693, 320, 3228   
390, 1689, 315, 3224   
384, 1684, 310, 3219   
377, 1679, 304, 3215   
371, 1674, 299, 3210   
365, 1668, 294, 3204   
359, 1663, 289, 3199   
353, 1657, 284, 3193   
347, 1652, 279, 3187   
341, 1646, 274, 3181   
335, 1640, 269, 3175   
329, 1634, 264, 3168   
323, 1629, 260, 3162   
317, 1623, 255, 3155   
311, 1616, 250, 3148   
305, 1610, 246, 3141   
299, 1604, 241, 3133   
294, 1598, 236, 3126   
288, 1591, 232, 3118   
283, 1584, 228, 3110   
277, 1578, 223, 3102   
272, 1571, 219, 3093   
267, 1564, 215, 3085   
262, 1557, 211, 3076   
256, 1550, 207, 3068   
251, 1543, 203, 3059   
246, 1536, 199, 3050   
241, 1529, 195, 3041   
236, 1522, 191, 3031   
231, 1515, 187, 3022   
226, 1507, 183, 3012   
221, 1500, 179, 3002   
217, 1493, 175, 2992   
212, 1485, 171, 2982   
208, 1477, 168, 2972   
203, 1469, 164, 2961   
199, 1462, 161, 2950   
195, 1454, 158, 2940   
190, 1446, 154, 2929   
186, 1438, 151, 2918   
182, 1430, 147, 2907   
178, 1423, 144, 2895   
174, 1415, 141, 2884   
170, 1407, 138, 2872   
166, 1399, 134, 2861   
162, 1391, 131, 2849   
158, 1383, 128, 2837   
154, 1375, 125, 2825   
150, 1367, 122, 2813   
146, 1359, 119, 2800   
142, 1350, 117, 2788   
138, 1342, 114, 2775   
135, 1334, 111, 2763   
131, 1326, 109, 2750   
128, 1317, 106, 2737   
124, 1308, 103, 2724   
121, 1300, 101, 2711   
118, 1291, 98, 2697   
114, 1282, 96, 2684   
111, 1274, 93, 2671   
108, 1265, 91, 2657   
105, 1256, 89, 2643   
102, 1247, 87, 2629   
99, 1238, 84, 2616   
96, 1229, 82, 2602   
94, 1220, 80, 2588   
91, 1212, 78, 2573   
88, 1203, 76, 2559   
86, 1194, 74, 2545   
83, 1185, 72, 2531   
81, 1177, 70, 2516   
78, 1168, 68, 2502   
76, 1159, 66, 2488   
73, 1151, 64, 2473   
71, 1142, 62, 2458   
69, 1133, 60, 2444   
67, 1124, 58, 2429   
65, 1115, 56, 2414   
63, 1107, 55, 2399   
61, 1098, 53, 2384   
59, 1089, 52, 2369   
57, 1081, 50, 2354   
55, 1072, 49, 2339   
53, 1063, 47, 2324   
51, 1055, 46, 2308   
49, 1046, 44, 2293   
47, 1037, 43, 2278   
45, 1029, 42, 2262   
44, 1020, 40, 2247   
42, 1011, 39, 2231   
41, 1003, 38, 2216   
39, 994, 36, 2201   
38, 986, 35, 2185   
36, 977, 34, 2169   
35, 969, 33, 2154   
33, 960, 32, 2138   
32, 952, 31, 2122   
31, 943, 30, 2106   
29, 935, 29, 2090   
28, 926, 27, 2075   
27, 917, 26, 2059   
26, 909, 25, 2043   
25, 900, 24, 2027   
24, 891, 23, 2012   
23, 883, 22, 1996   
22, 875, 21, 1981   
21, 866, 21, 1965   
20, 858, 20, 1950   
19, 850, 19, 1935   
18, 842, 18, 1919   
17, 833, 18, 1904   
17, 825, 17, 1889   
16, 817, 16, 1874   
15, 809, 16, 1858   
15, 801, 15, 1843   
14, 793, 15, 1828   
14, 785, 14, 1813   
13, 777, 13, 1797   
13, 769, 13, 1782   
12, 761, 13, 1767   
12, 753, 12, 1752   
11, 746, 12, 1736   
11, 738, 12, 1721   
10, 730, 11, 1706   
10, 722, 11, 1691   
9, 715, 11, 1676   
9, 707, 11, 1661   
9, 700, 10, 1646   
9, 692, 10, 1631   
9, 685, 10, 1616   
9, 677, 10, 1602   
9, 670, 10, 1587   
9, 663, 10, 1572   
9, 656, 10, 1557   
9, 649, 10, 1541   
9, 642, 9, 1526   
9, 634, 9, 1511   
9, 627, 9, 1496   
9, 620, 9, 1480   
9, 613, 9, 1465   
9, 605, 9, 1450   
9, 598, 9, 1436   
9, 591, 9, 1421   
9, 585, 9, 1406   
9, 578, 9, 1392   
9, 571, 9, 1378   
9, 565, 9, 1364   
9, 558, 9, 1349   
10, 552, 9, 1335   
10, 546, 9, 1321   
10, 539, 9, 1308   
10, 533, 9, 1294   
11, 527, 10, 1280   
11, 521, 10, 1266   
11, 514, 10, 1253   
12, 508, 11, 1239   
12, 502, 11, 1226   
12, 496, 11, 1212   
13, 490, 11, 1199   
13, 484, 12, 1186   
14, 478, 12, 1173   
14, 472, 12, 1160   
15, 467, 13, 1147   
15, 461, 13, 1134   
16, 455, 13, 1122   
16, 450, 13, 1109   
17, 444, 14, 1097   
17, 438, 14, 1084   
18, 433, 15, 1072   
18, 427, 15, 1059   
19, 422, 15, 1047   
19, 417, 16, 1035   
20, 411, 16, 1023   
21, 406, 17, 1011   
21, 401, 17, 1000   
22, 396, 18, 988   
22, 391, 18, 977   
23, 386, 18, 965   
24, 381, 19, 954   
24, 376, 19, 943   
25, 371, 20, 932   
26, 366, 20, 921   
26, 361, 21, 911   
27, 356, 21, 900   
28, 351, 22, 889   
28, 347, 22, 879   
29, 342, 23, 868   
30, 338, 23, 858   
31, 333, 23, 848   
31, 329, 24, 838   
32, 324, 24, 828   
33, 320, 24, 818   
33, 316, 25, 808   
34, 312, 25, 798   
35, 308, 26, 788   
36, 304, 26, 779   
36, 300, 27, 770   
37, 296, 27, 760   
38, 292, 28, 751   
38, 288, 28, 742   
39, 284, 29, 732   
40, 280, 29, 723   
40, 276, 30, 714   
41, 272, 30, 705   
42, 268, 31, 696   
42, 264, 31, 687   
43, 261, 32, 679   
44, 257, 32, 670   
45, 254, 33, 662   
46, 250, 33, 654   
46, 247, 34, 645   
47, 243, 34, 637   
48, 240, 35, 628   
48, 237, 35, 620   
49, 233, 36, 612   
50, 230, 36, 603   
51, 227, 37, 595   
52, 223, 37, 587   
52, 220, 38, 579   
53, 217, 38, 571   
54, 213, 39, 564   
55, 210, 39, 556   
56, 207, 40, 549   
57, 204, 40, 541   
57, 202, 41, 534   
58, 199, 41, 527   
59, 196, 42, 520   
59, 193, 42, 514   
60, 190, 42, 507   
61, 188, 43, 501   
62, 185, 43, 494   
62, 182, 44, 488   
63, 180, 44, 481   
64, 177, 45, 475   
64, 174, 45, 469   
65, 172, 46, 463   
66, 169, 46, 457   
67, 167, 46, 451   
67, 164, 47, 445   
68, 162, 47, 439   
68, 159, 48, 433   
69, 157, 48, 427   
70, 155, 49, 422   
70, 153, 49, 416   
71, 150, 49, 410   
72, 148, 50, 405   
72, 146, 50, 400   
73, 144, 50, 394   
73, 142, 51, 389   
74, 140, 51, 384   
75, 138, 52, 379   
75, 136, 52, 373   
76, 134, 53, 368   
76, 132, 53, 363   
77, 130, 54, 358   
78, 128, 54, 353   
78, 126, 55, 348   
79, 124, 55, 343   
79, 123, 55, 338   
80, 121, 56, 333   
80, 119, 56, 328   
81, 117, 56, 324   
82, 115, 57, 319   
82, 113, 57, 315   
83, 111, 57, 310   
83, 110, 58, 306   
83, 108, 58, 301   
84, 107, 59, 297   
84, 105, 59, 293   
84, 104, 60, 289   
85, 102, 60, 284   
85, 101, 60, 280   
86, 99, 60, 276   
86, 98, 61, 272   
86, 96, 61, 268   
87, 95, 61, 265   
87, 93, 61, 261   
87, 92, 62, 258   
88, 90, 62, 254   
88, 89, 63, 251   
89, 87, 63, 247   
89, 86, 63, 244   
89, 84, 63, 240   
90, 83, 64, 237   
90, 82, 64, 234   
90, 80, 64, 230   
90, 79, 65, 227   
91, 78, 65, 224   
91, 76, 65, 221   
91, 75, 66, 218   
91, 74, 66, 215   
92, 73, 66, 212   
92, 71, 66, 209   
92, 70, 67, 206   
92, 69, 67, 203   
93, 68, 67, 200   
93, 67, 68, 197   
93, 66, 68, 195   
93, 64, 68, 192   
94, 63, 68, 189   
94, 62, 68, 187   
94, 61, 68, 184   
94, 60, 68, 181   
94, 59, 68, 179   
95, 58, 68, 176   
95, 57, 69, 174   
95, 56, 69, 171   
95, 55, 69, 169   
95, 54, 69, 166   
95, 53, 69, 163   
95, 52, 70, 161   
95, 52, 70, 158   
95, 51, 70, 155   
95, 50, 70, 153   
95, 49, 70, 150   
95, 49, 70, 147   
95, 48, 71, 145   
95, 47, 71, 143   
96, 46, 71, 141   
96, 45, 71, 139   
96, 45, 72, 137   
96, 44, 72, 135   
96, 43, 72, 133   
96, 42, 72, 131   
96, 42, 72, 129   
96, 41, 72, 127   
96, 40, 73, 125   
96, 39, 73, 123   
96, 38, 73, 121   
96, 38, 73, 119   
96, 37, 73, 117   
96, 36, 73, 115   
96, 36, 73, 113   
96, 35, 73, 111   
95, 34, 73, 109   
95, 33, 73, 108   
95, 33, 73, 106   
95, 32, 73, 104   
95, 31, 74, 103   
95, 31, 74, 101   
95, 30, 74, 100   
95, 29, 74, 98   
94, 29, 73, 97   
94, 28, 73, 95   
94, 28, 73, 94   
94, 27, 73, 92   
94, 27, 73, 91   
93, 26, 73, 90   
93, 26, 73, 88   
93, 25, 73, 87   
93, 25, 73, 86   
93, 24, 73, 84   
92, 24, 73, 83   
92, 23, 73, 82   
92, 23, 73, 80   
92, 23, 73, 79   
91, 22, 73, 78   
91, 22, 73, 77   
91, 21, 73, 76   
91, 21, 73, 75   
91, 20, 73, 73   
90, 20, 73, 72   
90, 19, 73, 71   
90, 19, 73, 69   
90, 19, 73, 68   
89, 18, 72, 67   
89, 18, 72, 66   
89, 17, 72, 65   
89, 17, 72, 64   
88, 17, 72, 63   
88, 16, 72, 62   
88, 16, 71, 61   
88, 16, 71, 59   
87, 15, 71, 58   
87, 15, 71, 57   
87, 14, 71, 56   
87, 14, 71, 55   
86, 14, 70, 55   
86, 13, 70, 54   
86, 13, 70, 53   
85, 13, 70, 52   
85, 13, 70, 51   
85, 12, 69, 50   
84, 12, 69, 49   
84, 12, 69, 49   
84, 12, 69, 48   
84, 11, 69, 47   
83, 11, 68, 46   
83, 11, 68, 45   
83, 11, 68, 44   
83, 10, 67, 44   
82, 10, 67, 43   
82, 10, 67, 42   
82, 10, 66, 42   
82, 10, 66, 41   
81, 9, 66, 40   
81, 9, 65, 40   
81, 9, 65, 39   
80, 9, 65, 38   
80, 8, 64, 38   
79, 8, 64, 37   
79, 8, 63, 36   
79, 8, 63, 36   
79, 8, 63, 35   
78, 7, 62, 34   
78, 7, 62, 34   
78, 7, 62, 33   
77, 7, 61, 32   
77, 6, 61, 32   
77, 6, 61, 31   
76, 6, 61, 31   
76, 6, 60, 30   
75, 6, 60, 30   
75, 5, 60, 29   
75, 5, 59, 29   
74, 5, 59, 28   
74, 5, 59, 28   
74, 5, 58, 28   
73, 4, 58, 27   
73, 4, 57, 27   
73, 4, 57, 27   
72, 4, 57, 26   
72, 4, 56, 26   
72, 4, 56, 25   
71, 4, 55, 25   
71, 4, 55, 25   
71, 3, 55, 24   
70, 3, 55, 24   
70, 3, 55, 24   
69, 3, 54, 23   
69, 3, 54, 23   
69, 3, 54, 22   
68, 3, 54, 22   
68, 3, 53, 22   
68, 3, 53, 21   
67, 3, 53, 21   
67, 3, 52, 21   
67, 3, 52, 20   
67, 3, 52, 20   
66, 2, 51, 20   
66, 2, 51, 19   
66, 2, 51, 19   
65, 2, 50, 18   
65, 2, 50, 18   
65, 2, 49, 18   
64, 2, 49, 18   
64, 2, 48, 17   
64, 1, 48, 17   
63, 1, 48, 17   
63, 1, 47, 16   
63, 1, 47, 16   
62, 1, 47, 16   
62, 0, 46, 15   
62, 0, 46, 15   
61, 0, 46, 15   
61, -1, 45, 15   
61, -1, 45, 14   
60, -1, 45, 14   
60, -1, 45, 14   
60, -1, 44, 14   
59, -1, 44, 14   
59, -1, 44, 13   
59, -1, 43, 13   
58, -1, 43, 13   
58, -1, 43, 13   
58, -2, 43, 13   
58, -2, 42, 12   
57, -2, 42, 12   
57, -2, 42, 12   
57, -2, 41, 12   
56, -2, 41, 11   
56, -2, 41, 11   
56, -2, 41, 11   
55, -2, 40, 11   
55, -2, 40, 11   
55, -2, 40, 10   
54, -1, 40, 10   
54, -1, 39, 9   
54, -1, 39, 9   
53, -1, 39, 8   
53, -1, 39, 8   
53, -1, 38, 7   
52, -1, 38, 7   
52, -1, 38, 7   
52, -1, 38, 7   
52, -1, 37, 6   
51, -1, 37, 6   
51, -2, 37, 6   
51, -2, 37, 6   
50, -2, 37, 6   
50, -2, 36, 6   
50, -2, 36, 6   
49, -2, 36, 6   
49, -2, 36, 6   
49, -2, 35, 6   
48, -2, 35, 6   
48, -2, 35, 6   
48, -2, 35, 6   
47, -2, 34, 6   
47, -2, 34, 6   
47, -2, 34, 6   
46, -2, 34, 7   
46, -2, 34, 6   
46, -2, 34, 6   
45, -2, 33, 6   
45, -2, 33, 6   
45, -2, 33, 6   
44, -2, 33, 6   
44, -2, 32, 6   
44, -2, 32, 6   
44, -2, 32, 6   
43, -2, 32, 6   
43, -2, 32, 6   
43, -2, 32, 6   
42, -2, 31, 6   
42, -2, 31, 6   
42, -2, 31, 5   
42, -2, 31, 5   
41, -2, 31, 5   
41, -2, 31, 5   
41, -2, 31, 5   
41, -2, 31, 5   
40, -2, 30, 5   
40, -2, 30, 5   
40, -2, 30, 5   
40, -3, 30, 5   
39, -3, 30, 5   
39, -3, 30, 5   
39, -3, 30, 5   
39, -3, 30, 5   
39, -3, 30, 5   
38, -3, 30, 4   
38, -3, 30, 4   
38, -3, 30, 4   
38, -4, 29, 4   
37, -4, 29, 4   
37, -4, 29, 4   
37, -4, 29, 4   
37, -4, 29, 4   
36, -4, 29, 4   
36, -4, 29, 4   
36, -4, 29, 4   
36, -4, 28, 4   
36, -4, 28, 4   
35, -4, 28, 4   
35, -4, 28, 4   
35, -4, 28, 4   
35, -4, 28, 4   
34, -4, 28, 4   
34, -4, 28, 4   
34, -4, 28, 3   
34, -4, 28, 3   
34, -4, 28, 3   
33, -4, 27, 3   
33, -4, 27, 3   
33, -4, 27, 3   
33, -4, 27, 2   
33, -4, 27, 2   
32, -4, 26, 2   
32, -4, 26, 2   
32, -4, 26, 2   
32, -4, 26, 1   
32, -4, 26, 1   
31, -4, 26, 1   
31, -5, 26, 1   
31, -5, 26, 1   
31, -5, 25, 0   
31, -5, 25, 0   
30, -5, 25, 0   
30, -5, 25, 0   
30, -5, 25, 0   
30, -5, 25, 0   
30, -5, 24, 0   
29, -5, 24, 0   
29, -5, 24, 0   
29, -5, 24, 0   
29, -5, 24, 0   
29, -5, 24, 0   
28, -5, 24, 0   
28, -5, 24, 0   
28, -5, 24, 0   
28, -5, 24, 0   
28, -5, 24, 0   
28, -5, 24, 0   
28, -5, 23, 0   
28, -5, 23, 0   
28, -5, 23, 0   
28, -5, 23, 0   
28, -5, 23, 0   
28, -5, 22, 0   
28, -5, 22, 0   
28, -5, 22, 0   
28, -5, 22, 0   
27, -5, 22, 0   
27, -5, 22, 0   
26, -5, 22, 0   
26, -5, 22, 0   
26, -5, 22, 0   
26, -5, 22, 0   
26, -5, 22, 0   
26, -5, 22, 0   
26, -5, 22, 0   
26, -5, 22, 0   
26, -5, 22, 0   
26, -5, 21, 0   
25, -5, 21, 0   
25, -5, 21, 0   
25, -5, 21, 0   
25, -5, 21, 0   
25, -5, 21, -1   
25, -5, 21, -1   
24, -5, 21, -1   
24, -5, 21, -1   
24, -5, 21, -1   
24, -5, 20, -1   
24, -5, 20, -1   
24, -5, 20, -1   
24, -5, 20, -1   
24, -5, 20, -1   
24, -5, 20, -1   
24, -5, 19, -1   
24, -5, 19, -1   
24, -5, 19, 0   
24, -5, 19, 0   
24, -5, 19, 0   
23, -5, 19, 0   
23, -5, 19, 0   
23, -5, 19, 0   
23, -5, 19, 0   
23, -5, 19, 0   
23, -5, 19, 0   
23, -5, 19, 0   
23, -5, 19, 0   
23, -5, 19, 0   
23, -5, 18, 0   
23, -5, 18, 0   
23, -5, 18, 0   
23, -5, 18, 0   
23, -5, 18, 0   
23, -5, 18, 0   
23, -5, 18, 0   
23, -5, 18, 0   
22, -5, 18, -1   
22, -5, 18, -1   
22, -5, 18, -1   
22, -5, 18, -1   
22, -5, 17, -1   
22, -5, 17, -1   
22, -5, 17, -1   
22, -5, 17, -1   
22, -5, 17, -1   
22, -5, 17, -1   
22, -5, 17, -1   
22, -5, 17, -1   
21, -5, 17, -1   
21, -5, 17, -1   
21, -5, 17, -1   
21, -5, 17, -1   
21, -5, 16, -1   
21, -5, 16, -1   
21, -5, 16, -1   
21, -5, 16, -1   
21, -5, 16, -1   
21, -5, 16, -1   
21, -5, 16, -1   
21, -5, 16, -1   
21, -5, 16, -1   
21, -5, 16, -1   
21, -5, 16, -1   
21, -5, 16, -1   
21, -5, 16, -1   
21, -5, 15, -1   
21, -5, 15, -1   
21, -5, 15, -1   
21, -5, 15, -1   
21, -5, 15, -1   
21, -5, 15, -1   
21, -5, 15, -1   
21, -5, 15, -1   
21, -5, 15, -1   
21, -5, 14, -1   
21, -5, 14, -1   
21, -5, 14, -1   
21, -5, 14, -1   
21, -5, 14, -1   
21, -5, 14, -1   
21, -5, 14, -1   
21, -5, 14, -1   
21, -5, 14, -1   
21, -5, 14, -1   
21, -5, 14, -1   
21, -5, 14, -1   
21, -5, 14, -1   
21, -5, 14, -1   
21, -5, 14, -1   
21, -5, 14, -1   
