x y c
0.2225  0.045  1  1  1  1  1
0.213125  0.05  1  1  1  1  1
0.20375  0.055  1  1  1  1  1
0.194375  0.06  1  1  1  1  1
0.185  0.065  1  1  1  1  1

0.224375  0.045  1  1  1  1  1
0.2161441224641089  0.04901653909988652  1  1  1  1  1
0.2079980902527784  0.05343377441696653  1  1  1  1  1
0.2003992891925539  0.05801358668363224  1  1  1  1  1
0.19375  0.0625  1  1  1  1  1

0.22625  0.045  1  1  1  1  1
0.2193386820877543  0.04797593060510534  1  1  1  1  1
0.2125818160567799  0.05174380358474555  1  1  1  1  1
0.2067736417550877  0.05591174555205271  1  1  1  1  1
0.2025  0.06  1  1  1  1  1

0.228125  0.045  1  1  1  1  1
0.2227244280809532  0.04687304430565551  1  1  1  1  1
0.2175425905371849  0.04991481892563004  1  1  1  1  1
0.2135294833077358  0.05368411450803876  1  1  1  1  1
0.21125  0.0575  1  1  1  1  1

0.23  0.045  1  1  1  1  1
0.2263190529043811  0.04570211698937586  1  1  1  1  1
0.2229289321881343  0.04792893218813475  1  1  1  1  1
0.2207021169893755  0.05131905290438143  1  1  1  1  1
0.22  0.055  1  1  1  1  1

