x y c
0  0.027  1  1  1  1  1
0  0.03325  1  1  1  1  1
0  0.0395  1  1  1  1  1
0  0.04575  1  1  1  1  1
0  0.052  1  1  1  1  1

0.0115  0.027  1  1  1  1  1
0.009406250000000001  0.03325  1  1  1  1  1
0.0073125  0.0395  1  1  1  1  1
0.00521875  0.04575  1  1  1  1  1
0.003125  0.052  1  1  1  1  1

0.023  0.027  1  1  1  1  1
0.0188125  0.03325  1  1  1  1  1
0.014625  0.0395  1  1  1  1  1
0.0104375  0.04575  1  1  1  1  1
0.00625  0.052  1  1  1  1  1

0.0345  0.027  1  1  1  1  1
0.02821875  0.03325  1  1  1  1  1
0.0219375  0.0395  1  1  1  1  1
0.01565625  0.04575  1  1  1  1  1
0.009375000000000001  0.052  1  1  1  1  1

0.046  0.027  1  1  1  1  1
0.03762500000000001  0.03325  1  1  1  1  1
0.02925  0.0395  1  1  1  1  1
0.020875  0.04575  1  1  1  1  1
0.0125  0.052  1  1  1  1  1

