x y c
0.0125  0.08500000000000001  1  1  1  1  1
0.0125  0.09575  1  1  1  1  1
0.0125  0.1065  1  1  1  1  1
0.0125  0.11725  1  1  1  1  1
0.0125  0.128  1  1  1  1  1

0.055625  0.08  1  1  1  1  1
0.0584375  0.092  1  1  1  1  1
0.06125  0.104  1  1  1  1  1
0.06406249999999999  0.116  1  1  1  1  1
0.066875  0.128  1  1  1  1  1

0.09875  0.07500000000000001  1  1  1  1  1
0.104375  0.08825  1  1  1  1  1
0.11  0.1015  1  1  1  1  1
0.115625  0.11475  1  1  1  1  1
0.12125  0.128  1  1  1  1  1

0.141875  0.07000000000000001  1  1  1  1  1
0.1503125  0.08450000000000002  1  1  1  1  1
0.15875  0.099  1  1  1  1  1
0.1671875  0.1135  1  1  1  1  1
0.175625  0.128  1  1  1  1  1

0.185  0.065  1  1  1  1  1
0.19625  0.08074999999999999  1  1  1  1  1
0.2075  0.0965  1  1  1  1  1
0.21875  0.11225  1  1  1  1  1
0.23  0.128  1  1  1  1  1

