            x [m]            y [m]            z [m]         Ex [V/m]         Ey [V/m]         Ez [V/m]
------------------------------------------------------------------------------------------------------
            0.307                0            0.005         -41.7628        -0.827668           2.3432
          0.30714                0            0.005     -2.81913e+06          22498.3           178286
          0.30728                0            0.005     -2.82669e+06          20610.7           183995
          0.30742                0            0.005     -2.83405e+06          18299.2           187117
         0.307561                0            0.005     -2.84142e+06          15987.2           190232
         0.307701                0            0.005      -2.8486e+06          13507.1           193589
         0.307841                0            0.005     -2.85557e+06          10830.1           197230
         0.307981                0            0.005     -2.86254e+06          8153.71           200870
         0.308121                0            0.005     -2.86951e+06           5477.3           204511
         0.308261                0            0.005     -2.87648e+06          2800.31           208152
         0.308401                0            0.005     -2.88345e+06          123.886           211792
         0.308542                0            0.005     -2.89042e+06         -2552.51           215433
         0.308682                0            0.005     -2.89738e+06         -5228.93           219073
         0.308822                0            0.005     -2.90435e+06         -7905.92           222714
         0.308962                0            0.005     -2.91132e+06         -10582.3           226355
         0.309102                0            0.005     -2.91829e+06         -13258.8           229995
         0.309242                0            0.005     -2.92526e+06         -15935.7           233636
         0.309382                0            0.005     -2.93434e+06         -17796.5           236796
         0.309523                0            0.005      -2.9489e+06         -17530.3           238702
         0.309663                0            0.005     -2.96347e+06           -17264           240609
         0.309803                0            0.005     -2.97803e+06         -16997.7           242515
         0.309943                0            0.005      -2.9926e+06         -16731.5           244421
         0.310083                0            0.005     -3.00833e+06         -16518.1           248044
         0.310223                0            0.005     -3.02424e+06         -16313.3           251941
         0.310363                0            0.005     -3.04015e+06         -16108.6           255839
         0.310504                0            0.005     -3.05543e+06           -15774           257354
         0.310644                0            0.005     -3.07029e+06         -15358.4           257379
         0.310784                0            0.005     -3.08516e+06         -14942.9           257404
         0.310924                0            0.005     -3.10004e+06         -14527.3           257429
         0.311064                0            0.005      -3.1149e+06         -14111.7           257454
         0.311204                0            0.005     -3.12977e+06         -13696.1           257479
         0.311344                0            0.005     -3.14464e+06         -13280.5           257504
         0.311484                0            0.005     -3.15951e+06           -12865           257529
         0.311625                0            0.005     -3.17438e+06         -12449.4           257554
         0.311765                0            0.005     -3.18901e+06         -12007.5           257768
         0.311905                0            0.005     -3.20296e+06         -11492.5           258513
         0.312045                0            0.005     -3.21691e+06         -10977.5           259258
         0.312185                0            0.005     -3.23086e+06         -10462.3           260003
         0.312325                0            0.005     -3.24481e+06         -9947.28           260748
         0.312465                0            0.005     -3.25876e+06         -9432.26           261493
         0.312606                0            0.005     -3.27271e+06         -8917.11           262238
         0.312746                0            0.005     -3.28666e+06         -8402.08           262982
         0.312886                0            0.005      -3.3006e+06         -7887.05           263727
         0.313026                0            0.005     -3.31456e+06         -7371.88           264472
         0.313166                0            0.005      -3.3285e+06         -6856.86           265217
         0.313306                0            0.005     -3.34245e+06          -6341.8           265962
         0.313446                0            0.005      -3.3564e+06         -5826.77           266707
         0.313587                0            0.005     -3.37035e+06         -5311.65           267452
         0.313727                0            0.005      -3.3843e+06         -4796.59           268196
         0.313867                0            0.005     -3.39815e+06         -4295.23           268956
         0.314007                0            0.005     -3.41121e+06         -3898.42           269833
         0.314147                0            0.005     -3.42428e+06         -3501.66           270710
         0.314287                0            0.005     -3.43734e+06         -3107.43           271585
         0.314427                0            0.005     -3.44749e+06          -6123.5           269696
         0.314568                0            0.005     -3.45764e+06         -9138.99           267808
         0.314708                0            0.005     -3.46779e+06         -12154.4           265919
         0.314848                0            0.005     -3.47795e+06         -15170.5           264030
         0.314988                0            0.005      -3.4881e+06           -18186           262142
         0.315128                0            0.005     -3.49825e+06         -21201.4           260254
         0.315268                0            0.005      -3.5084e+06         -24217.5           258365
         0.315408                0            0.005     -3.51855e+06           -27233           256477
         0.315549                0            0.005     -3.52871e+06         -30248.5           254588
         0.315689                0            0.005     -3.53886e+06         -33264.6           252700
         0.315829                0            0.005     -3.54901e+06           -36280           250811
         0.315969                0            0.005     -3.55916e+06         -39295.5           248923
         0.316109                0            0.005     -3.56932e+06         -42311.6           247034
         0.316249                0            0.005     -3.57947e+06           -45327           245146
         0.316389                0            0.005     -3.58962e+06         -48342.5           243257
          0.31653                0            0.005     -3.59977e+06         -51358.6           241369
          0.31667                0            0.005     -3.61096e+06         -53795.4           239361
          0.31681                0            0.005      -3.6224e+06           -56086           237324
          0.31695                0            0.005     -3.63385e+06         -58377.1           235286
          0.31709                0            0.005     -3.64529e+06         -60667.7           233249
          0.31723                0            0.005     -3.65674e+06         -62958.3           231212
          0.31737                0            0.005     -3.66819e+06         -65249.3           229174
         0.317511                0            0.005     -3.67963e+06         -67539.9           227137
         0.317651                0            0.005     -3.69108e+06         -69830.5           225100
         0.317791                0            0.005     -3.70252e+06         -72121.1           223062
