            x [m]            y [m]            z [m]         Ex [V/m]         Ey [V/m]         Ez [V/m]
------------------------------------------------------------------------------------------------------
            0.307           -0.005                0         -24.1457       0.00812864        0.0776652
          0.30714           -0.005                0     -2.78381e+06          -153025           8004.7
          0.30728           -0.005                0     -2.79654e+06          -156562          6930.41
          0.30742           -0.005                0     -2.80927e+06          -160100           5855.9
         0.307561           -0.005                0       -2.822e+06          -163638          4781.61
         0.307701           -0.005                0     -2.82991e+06          -165850          4148.44
         0.307841           -0.005                0      -2.8373e+06          -167924          3561.53
         0.307981           -0.005                0      -2.8447e+06          -169997          2974.75
         0.308121           -0.005                0     -2.85209e+06          -172070          2387.97
         0.308261           -0.005                0     -2.85949e+06          -174143          1801.06
         0.308401           -0.005                0     -2.86418e+06          -175158          1610.76
         0.308542           -0.005                0      -2.8682e+06          -175913          1517.46
         0.308682           -0.005                0     -2.88139e+06          -179939           2467.5
         0.308822           -0.005                0     -2.89483e+06          -184060          3447.43
         0.308962           -0.005                0     -2.90828e+06          -188180          4427.17
         0.309102           -0.005                0      -2.9209e+06          -192634          5322.56
         0.309242           -0.005                0     -2.93217e+06          -197640           6079.2
         0.309382           -0.005                0     -2.94343e+06          -202645          6835.71
         0.309523           -0.005                0     -2.95469e+06          -207650          7592.19
         0.309663           -0.005                0     -2.96595e+06          -212657          8348.86
         0.309803           -0.005                0     -2.97721e+06          -217662          9105.34
         0.309943           -0.005                0     -2.98847e+06          -222667          9861.84
         0.310083           -0.005                0     -2.99973e+06          -227673          10618.5
         0.310223           -0.005                0     -3.01434e+06          -231898          11203.5
         0.310363           -0.005                0     -3.03093e+06          -235658          11686.6
         0.310504           -0.005                0     -3.04753e+06          -239420          12169.7
         0.310644           -0.005                0     -3.06412e+06          -243181          12652.8
         0.310784           -0.005                0     -3.08072e+06          -246941          13135.9
         0.310924           -0.005                0     -3.09731e+06          -250703          13619.1
         0.311064           -0.005                0     -3.11391e+06          -254464          14102.1
         0.311204           -0.005                0      -3.1305e+06          -258224          14585.2
         0.311344           -0.005                0      -3.1471e+06          -261986          15068.4
         0.311484           -0.005                0     -3.16034e+06          -262393          15049.9
         0.311625           -0.005                0     -3.17357e+06          -262796          15030.7
         0.311765           -0.005                0     -3.18681e+06          -263199          15011.5
         0.311905           -0.005                0     -3.20005e+06          -263602          14992.3
         0.312045           -0.005                0     -3.21328e+06          -264005          14973.1
         0.312185           -0.005                0     -3.22652e+06          -264408          14953.9
         0.312325           -0.005                0     -3.23975e+06          -264811          14934.7
         0.312465           -0.005                0     -3.25299e+06          -265214          14915.5
         0.312606           -0.005                0     -3.26623e+06          -265617          14896.3
         0.312746           -0.005                0     -3.27946e+06          -266020          14877.1
         0.312886           -0.005                0      -3.2929e+06          -266690          14963.9
         0.313026           -0.005                0     -3.30673e+06          -267862          15249.6
         0.313166           -0.005                0     -3.32055e+06          -269034          15535.4
         0.313306           -0.005                0     -3.33437e+06          -270205          15821.1
         0.313446           -0.005                0     -3.34819e+06          -271377          16106.7
         0.313587           -0.005                0     -3.36202e+06          -272549          16392.5
         0.313727           -0.005                0     -3.37584e+06          -273720          16678.2
         0.313867           -0.005                0     -3.38966e+06          -274892          16963.9
         0.314007           -0.005                0     -3.40517e+06          -273206          16910.1
         0.314147           -0.005                0     -3.42253e+06          -268389          16484.3
         0.314287           -0.005                0     -3.43989e+06          -263571          16058.5
         0.314427           -0.005                0     -3.45726e+06          -258753          15632.5
         0.314568           -0.005                0     -3.47462e+06          -253936          15206.7
         0.314708           -0.005                0     -3.49197e+06          -249118          14780.9
         0.314848           -0.005                0     -3.50934e+06          -244300            14355
         0.314988           -0.005                0      -3.5267e+06          -239482          13929.2
         0.315128           -0.005                0     -3.54406e+06          -234665          13503.3
         0.315268           -0.005                0     -3.56142e+06          -229847          13077.4
         0.315408           -0.005                0     -3.57878e+06          -225029          12651.6
         0.315549           -0.005                0     -3.59614e+06          -220212          12225.7
         0.315689           -0.005                0      -3.6135e+06          -215394          11799.8
         0.315829           -0.005                0     -3.63086e+06          -210576            11374
         0.315969           -0.005                0     -3.64822e+06          -205759          10948.2
         0.316109           -0.005                0     -3.66559e+06          -200941          10522.3
         0.316249           -0.005                0     -3.68294e+06          -196123          10096.4
         0.316389           -0.005                0      -3.7003e+06          -191306          9670.59
          0.31653           -0.005                0     -3.71767e+06          -186487          9244.68
          0.31667           -0.005                0     -3.72578e+06          -183533           5893.1
          0.31681           -0.005                0      -3.7334e+06          -180676          2388.27
          0.31695           -0.005                0     -3.74103e+06          -177818         -1117.29
          0.31709           -0.005                0     -3.74866e+06          -174961         -4622.11
          0.31723           -0.005                0     -3.75628e+06          -172104         -8126.92
          0.31737           -0.005                0     -3.76275e+06          -170448         -8362.53
         0.317511           -0.005                0     -3.76916e+06          -168836         -8475.66
         0.317651           -0.005                0     -3.77558e+06          -167225         -8588.78
         0.317791           -0.005                0       -3.782e+06          -165613         -8701.91
         0.317931           -0.005                0     -3.78842e+06          -164002         -8815.06
         0.318071           -0.005                0     -3.79483e+06          -162390         -8928.17
         0.318211           -0.005                0     -3.80125e+06          -160779          -9041.3
         0.318351           -0.005                0     -3.80767e+06          -159167         -9154.44
         0.318491           -0.005                0     -3.81409e+06          -157555         -9267.57
         0.318632           -0.005                0     -3.82051e+06          -155944         -9380.69
         0.318772           -0.005                0     -3.82692e+06          -154332         -9493.84
         0.318912           -0.005                0     -3.83334e+06          -152721         -9606.96
         0.319052           -0.005                0     -3.83976e+06          -151109         -9720.07
         0.319192           -0.005                0     -3.84618e+06          -149498         -9833.23
         0.319332           -0.005                0     -3.85259e+06          -147886         -9946.36
         0.319472           -0.005                0     -3.85901e+06          -146275         -10059.5
         0.319613           -0.005                0     -3.86543e+06          -144663         -10172.6
         0.319753           -0.005                0     -3.87185e+06          -143052         -10285.7
         0.319893           -0.005                0     -3.87827e+06          -141440         -10398.9
         0.320033           -0.005                0     -3.88468e+06          -139828           -10512
         0.320173           -0.005                0      -3.8911e+06          -138217         -10625.1
         0.320313           -0.005                0     -3.89752e+06          -136605         -10738.3
         0.320453           -0.005                0     -3.90394e+06          -134994         -10851.4
         0.320594           -0.005                0     -3.91035e+06          -133382         -10964.5
         0.320734           -0.005                0     -3.91677e+06          -131771         -11077.6
         0.320874           -0.005                0     -3.92319e+06          -130159         -11190.8
         0.321014           -0.005                0     -3.92961e+06          -128548         -11303.9
         0.321154           -0.005                0     -3.93603e+06          -126936           -11417
         0.321294           -0.005                0     -3.94244e+06          -125324         -11530.2
         0.321434           -0.005                0     -3.94886e+06          -123713         -11643.3
         0.321575           -0.005                0     -3.95528e+06          -122101         -11756.4
         0.321715           -0.005                0      -3.9617e+06          -120490         -11869.6
         0.321855           -0.005                0     -3.96811e+06          -118878         -11982.7
         0.321995           -0.005                0     -3.97453e+06          -117267         -12095.8
         0.322135           -0.005                0     -3.98095e+06          -115655           -12209
         0.322275           -0.005                0     -3.98737e+06          -114044         -12322.1
         0.322415           -0.005                0     -3.99379e+06          -112432         -12435.2
         0.322556           -0.005                0      -4.0002e+06          -110821         -12548.3
         0.322696           -0.005                0     -4.00662e+06          -109209         -12661.5
         0.322836           -0.005                0     -4.01304e+06          -107598         -12774.6
         0.322976           -0.005                0     -4.01946e+06          -105986         -12887.7
         0.323116           -0.005                0     -4.02588e+06          -104374         -13000.9
         0.323256           -0.005                0     -4.03229e+06          -102763           -13114
         0.323396           -0.005                0     -4.03871e+06          -101151         -13227.1
         0.323537           -0.005                0     -4.04513e+06         -99539.6         -13340.3
         0.323677           -0.005                0     -4.05155e+06         -97928.2         -13453.4
         0.323817           -0.005                0     -4.05796e+06         -96316.8         -13566.5
         0.323957           -0.005                0     -4.06438e+06           -94705         -13679.7
         0.324097           -0.005                0      -4.0708e+06         -93093.6         -13792.8
         0.324237           -0.005                0     -4.07722e+06         -91482.1         -13905.9
         0.324377           -0.005                0     -4.08364e+06         -89870.4         -14019.1
         0.324518           -0.005                0     -4.09114e+06         -85926.8         -14280.8
         0.324658           -0.005                0     -4.09975e+06         -79581.4         -14695.5
         0.324798           -0.005                0     -4.10837e+06         -73234.8         -15110.3
         0.324938           -0.005                0     -4.11698e+06         -66889.4         -15525.1
         0.325078           -0.005                0      -4.1256e+06         -60544.1         -15939.8
         0.325218           -0.005                0     -4.12362e+06           -55394         -15798.4
         0.325358           -0.005                0     -4.12119e+06         -50295.3         -15633.5
         0.325498           -0.005                0     -4.11877e+06         -45196.5         -15468.6
         0.325639           -0.005                0     -4.11578e+06         -42907.9         -15400.6
         0.325779           -0.005                0     -4.11258e+06         -41695.4         -15369.6
         0.325919           -0.005                0     -4.10938e+06         -40482.9         -15338.6
         0.326059           -0.005                0     -4.10618e+06         -39270.1         -15307.6
         0.326199           -0.005                0     -4.10298e+06         -38057.6         -15276.6
         0.326339           -0.005                0     -4.09978e+06           -36845         -15245.7
         0.326479           -0.005                0     -4.09658e+06         -35632.5         -15214.7
          0.32662           -0.005                0     -4.09338e+06         -34419.8         -15183.7
          0.32676           -0.005                0     -4.09018e+06         -33207.2         -15152.7
           0.3269           -0.005                0     -4.08698e+06         -31994.7         -15121.7
          0.32704           -0.005                0     -4.08378e+06         -30781.9         -15090.7
          0.32718           -0.005                0     -4.08058e+06         -29569.4         -15059.8
          0.32732           -0.005                0     -4.07738e+06         -28356.9         -15028.8
          0.32746           -0.005                0     -4.07418e+06         -27144.1         -14997.8
         0.327601           -0.005                0     -4.07098e+06         -25931.6         -14966.8
         0.327741           -0.005                0     -4.06778e+06         -24719.1         -14935.8
         0.327881           -0.005                0     -4.06463e+06         -23500.3         -14903.9
         0.328021           -0.005                0     -4.06266e+06         -22144.8         -14851.3
         0.328161           -0.005                0     -4.06069e+06         -20789.2         -14798.6
         0.328301           -0.005                0     -4.05872e+06         -19433.4           -14746
         0.328441           -0.005                0     -4.05675e+06         -18077.9         -14693.3
         0.328582           -0.005                0     -4.05478e+06         -16722.4         -14640.7
         0.328722           -0.005                0     -4.05281e+06         -15366.6           -14588
         0.328862           -0.005                0     -4.05084e+06           -14011         -14535.4
         0.329002           -0.005                0     -4.04887e+06         -12655.5         -14482.7
         0.329142           -0.005                0      -4.0469e+06         -11299.7         -14430.1
         0.329282           -0.005                0     -4.04493e+06         -9944.17         -14377.4
         0.329422           -0.005                0     -4.04296e+06         -8588.65         -14324.8
         0.329563           -0.005                0     -4.04099e+06         -7232.84         -14272.1
         0.329703           -0.005                0     -4.03902e+06         -5877.31         -14219.5
         0.329843           -0.005                0     -4.03705e+06         -4521.79         -14166.8
         0.329983           -0.005                0     -4.03508e+06         -3165.99         -14114.2
         0.330123           -0.005                0     -4.03311e+06         -1810.48         -14061.5
         0.330263           -0.005                0     -4.03114e+06         -454.938         -14008.9
         0.330403           -0.005                0     -4.02917e+06          900.875         -13956.2
         0.330544           -0.005                0      -4.0272e+06          2256.39         -13903.6
         0.330684           -0.005                0     -4.02523e+06          3611.92           -13851
         0.330824           -0.005                0     -4.02326e+06          4967.74         -13798.3
         0.330964           -0.005                0     -4.02129e+06          6323.24         -13745.7
         0.331104           -0.005                0     -4.01932e+06          7678.79           -13693
         0.331244           -0.005                0     -4.01735e+06           9034.3         -13640.4
         0.331384           -0.005                0     -4.01538e+06          10390.1         -13587.7
         0.331525           -0.005                0     -4.01341e+06          11745.6         -13535.1
         0.331665           -0.005                0     -4.01144e+06          13101.2         -13482.4
         0.331805           -0.005                0     -4.00947e+06            14457         -13429.8
         0.331945           -0.005                0      -4.0075e+06          15812.5         -13377.1
         0.332085           -0.005                0     -4.00553e+06            17168         -13324.5
         0.332225           -0.005                0     -4.00356e+06          18523.8         -13271.8
         0.332365           -0.005                0     -4.00159e+06          19879.4         -13219.2
         0.332506           -0.005                0     -3.99962e+06          21234.9         -13166.5
         0.332646           -0.005                0     -3.99765e+06          22590.7         -13113.9
         0.332786           -0.005                0     -3.99568e+06          23946.2         -13061.2
         0.332926           -0.005                0     -3.99371e+06          25301.7         -13008.6
         0.333066           -0.005                0     -3.99174e+06          26657.6         -12955.9
         0.333206           -0.005                0     -3.98977e+06          28013.1         -12903.3
         0.333346           -0.005                0      -3.9878e+06          29368.6         -12850.7
         0.333486           -0.005                0     -3.98583e+06          30724.4           -12798
         0.333627           -0.005                0     -3.98386e+06          32079.9         -12745.4
         0.333767           -0.005                0     -3.98189e+06          33435.5         -12692.7
         0.333907           -0.005                0     -3.97992e+06          34791.3         -12640.1
         0.334047           -0.005                0     -3.97795e+06          36146.8         -12587.4
         0.334187           -0.005                0     -3.97598e+06          37502.3         -12534.8
         0.334327           -0.005                0     -3.97401e+06          38858.1         -12482.1
         0.334467           -0.005                0     -3.97204e+06          40213.6         -12429.5
         0.334608           -0.005                0     -3.97007e+06          41569.2         -12376.8
         0.334748           -0.005                0      -3.9681e+06            42925         -12324.2
         0.334888           -0.005                0     -3.96613e+06          44280.5         -12271.5
         0.335028           -0.005                0     -3.96416e+06            45636         -12218.9
         0.335168           -0.005                0     -3.96219e+06          46991.8         -12166.2
         0.335308           -0.005                0     -3.96022e+06          48347.4         -12113.6
         0.335448           -0.005                0     -3.95825e+06          49702.9         -12060.9
         0.335589           -0.005                0     -3.95628e+06          51058.4         -12008.3
         0.335729           -0.005                0     -3.95431e+06          52414.2         -11955.6
         0.335869           -0.005                0     -3.95234e+06          53769.7           -11903
         0.336009           -0.005                0     -3.95037e+06          55125.3         -11850.3
         0.336149           -0.005                0      -3.9484e+06          56481.1         -11797.7
         0.336289           -0.005                0     -3.94643e+06          57836.6           -11745
         0.336429           -0.005                0     -3.94446e+06          59192.1         -11692.4
          0.33657           -0.005                0     -3.94249e+06          60547.9         -11639.7
          0.33671           -0.005                0     -3.94052e+06          61903.5         -11587.1
          0.33685           -0.005                0     -3.93855e+06            63259         -11534.5
          0.33699           -0.005                0     -3.93658e+06          64614.8         -11481.8
          0.33713           -0.005                0     -3.93461e+06          65970.3         -11429.2
          0.33727           -0.005                0     -3.93264e+06          67325.9         -11376.5
          0.33741           -0.005                0     -3.93067e+06          68681.7         -11323.9
         0.337551           -0.005                0      -3.9287e+06          70037.2         -11271.2
         0.337691           -0.005                0     -3.92673e+06          71392.7         -11218.6
         0.337831           -0.005                0     -3.92476e+06          72748.5         -11165.9
         0.337971           -0.005                0     -3.92279e+06            74104         -11113.3
         0.338111           -0.005                0     -3.92082e+06          75459.6         -11060.6
         0.338251           -0.005                0     -3.91884e+06          76815.4           -11008
         0.338391           -0.005                0     -3.91687e+06          78170.9         -10955.3
         0.338532           -0.005                0     -3.91491e+06          79526.4         -10902.7
         0.338672           -0.005                0     -3.91293e+06          80882.2           -10850
         0.338812           -0.005                0     -3.91096e+06          82237.8         -10797.4
         0.338952           -0.005                0     -3.90899e+06          83593.3         -10744.7
         0.339092           -0.005                0     -3.90702e+06          84949.1         -10692.1
         0.339232           -0.005                0     -3.90468e+06          85734.9         -9979.27
         0.339372           -0.005                0     -3.90047e+06          84769.5         -9820.91
