            x [m]            y [m]            z [m]         Ex [V/m]         Ey [V/m]         Ez [V/m]
------------------------------------------------------------------------------------------------------
            0.307            0.005                0     -2.79531e+06           181653         -762.474
          0.30714            0.005                0      -2.8016e+06           183882         -754.247
          0.30728            0.005                0      -2.8079e+06           186111         -746.021
          0.30742            0.005                0      -2.8142e+06           188340         -737.792
         0.307561            0.005                0     -2.82049e+06           190569         -729.565
         0.307701            0.005                0     -2.82679e+06           192798         -721.338
         0.307841            0.005                0     -2.83308e+06           195028          -713.11
         0.307981            0.005                0     -2.83938e+06           197256         -704.883
         0.308121            0.005                0     -2.84357e+06           201459         -173.793
         0.308261            0.005                0     -2.84705e+06           206714          810.963
         0.308401            0.005                0     -2.85053e+06           211967          1795.52
         0.308542            0.005                0     -2.86164e+06           213178           2398.1
         0.308682            0.005                0     -2.87452e+06           213447          2911.73
         0.308822            0.005                0     -2.88741e+06           213717          3425.45
         0.308962            0.005                0      -2.9003e+06           213986          3939.06
         0.309102            0.005                0     -2.91318e+06           214256           4452.7
         0.309242            0.005                0     -2.92607e+06           214525          4966.41
         0.309382            0.005                0     -2.93896e+06           214795          5480.04
         0.309523            0.005                0     -2.95184e+06           215064          5993.68
         0.309663            0.005                0     -2.96473e+06           215334          6507.39
         0.309803            0.005                0     -2.97762e+06           215604          7021.04
         0.309943            0.005                0      -2.9905e+06           215873          7534.64
         0.310083            0.005                0     -3.00339e+06           216143          8048.35
         0.310223            0.005                0     -3.01628e+06           216412             8562
         0.310363            0.005                0     -3.02916e+06           216682          9075.61
         0.310504            0.005                0     -3.04205e+06           216951          9589.35
         0.310644            0.005                0     -3.05478e+06           217250          10102.9
         0.310784            0.005                0      -3.0675e+06           217550          10616.5
         0.310924            0.005                0     -3.08023e+06           217850          11130.1
         0.311064            0.005                0     -3.09295e+06           218150          11643.7
         0.311204            0.005                0     -3.10568e+06           218450          12157.3
         0.311344            0.005                0      -3.1184e+06           218750          12670.9
         0.311484            0.005                0     -3.13112e+06           219050          13184.5
         0.311625            0.005                0     -3.14371e+06           219510            13444
         0.311765            0.005                0     -3.15616e+06           220142          13431.7
         0.311905            0.005                0      -3.1686e+06           220774          13419.4
