            x [m]            y [m]            z [m]         Ex [V/m]         Ey [V/m]         Ez [V/m]
------------------------------------------------------------------------------------------------------
            0.307                0           -0.002     -2.95315e+06          2162.63         -14676.4
          0.30714                0           -0.002       -2.954e+06          3577.47         -16907.5
          0.30728                0           -0.002     -2.95485e+06          4992.31         -19138.6
          0.30742                0           -0.002      -2.9557e+06          6407.46         -21370.2
         0.307561                0           -0.002     -2.95655e+06           7822.3         -23601.3
         0.307701                0           -0.002     -2.95662e+06           7136.2         -24367.4
         0.307841                0           -0.002     -2.95643e+06          6345.11         -24717.7
         0.307981                0           -0.002     -2.95586e+06          5637.12         -24500.1
         0.308121                0           -0.002      -2.9553e+06          4929.12         -24282.4
         0.308261                0           -0.002      -2.9584e+06           2760.4         -26918.8
         0.308401                0           -0.002     -2.96631e+06         -1327.05           -33305
         0.308542                0           -0.002     -2.97422e+06         -5414.47         -39691.2
         0.308682                0           -0.002     -2.98213e+06         -9501.92         -46077.3
         0.308822                0           -0.002     -2.99004e+06         -13590.2         -52464.9
         0.308962                0           -0.002     -2.99621e+06         -15175.5         -54485.7
         0.309102                0           -0.002     -3.00138e+06         -15353.4         -54051.1
         0.309242                0           -0.002     -3.00656e+06         -15531.3         -53616.4
         0.309382                0           -0.002     -3.01207e+06         -15413.7         -53762.3
         0.309523                0           -0.002      -3.0198e+06         -13310.3         -57809.3
         0.309663                0           -0.002     -3.02753e+06         -11206.5         -61857.1
         0.309803                0           -0.002     -3.03526e+06         -9103.17         -65904.1
         0.309943                0           -0.002     -3.04299e+06         -6999.82         -69951.1
         0.310083                0           -0.002     -3.05072e+06         -4896.01           -73999
         0.310223                0           -0.002     -3.05845e+06         -2792.68         -78045.9
         0.310363                0           -0.002     -3.06618e+06         -689.313         -82092.9
         0.310504                0           -0.002     -3.07391e+06          1414.48         -86140.8
         0.310644                0           -0.002     -3.08164e+06          3517.84         -90187.8
         0.310784                0           -0.002     -3.08937e+06           5621.2         -94234.7
         0.310924                0           -0.002      -3.0971e+06             7725         -98282.6
         0.311064                0           -0.002        -3.11e+06          8101.57         -98035.4
         0.311204                0           -0.002     -3.12294e+06          8466.53         -97759.2
         0.311344                0           -0.002     -3.13588e+06          8831.55           -97483
         0.311484                0           -0.002     -3.14881e+06          9196.49         -97206.8
